,INST,EPXX,EPYY,EPZZ,EPXY,EPXZ,EPYZ,SIXX,SIYY,SIZZ,SIXY,SIXZ,SIYZ,EPXX_EL,EPYY_EL,EPZZ_EL,EPXY_EL,EPXZ_EL,EPYZ_EL,LAMBDA,NITER,IP,EVP,TIME,E_STORED,E_DISSIPATED
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,118.571428571429,-0.000658730158730159,-0.000658730158730159,-0.000658730158730159,0.0,0.0,0.0,-11857142.8571429,-11857142.8571429,-11857142.8571429,0.0,0.0,0.0,-0.000658730158730159,-0.000658730158730159,-0.000658730158730159,0.0,0.0,0.0,0.0,2.0,0.0,0.0,118.571428571429,0.0,0.0
2,119.771428571429,-0.000629388888888886,-0.000629388888888886,-0.000776095238095239,0.0,0.0,0.0,-11857142.8571429,-11857142.8571429,-12913428.5714286,0.0,0.0,0.0,-0.000629388888888888,-0.000629388888888888,-0.000776095238095241,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.2,0.0,0.0
3,120.971428571429,-0.000600047619047616,-0.000600047619047616,-0.000893460317460318,0.0,0.0,0.0,-11857142.8571429,-11857142.8571429,-13969714.2857143,0.0,0.0,0.0,-0.000600047619047619,-0.000600047619047618,-0.00089346031746032,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.40000000000001,0.0,0.0
4,122.171428571429,-0.000570706349206347,-0.000570706349206347,-0.0010108253968254,0.0,0.0,0.0,-11857142.8571429,-11857142.8571429,-15026000.0,0.0,0.0,0.0,-0.000570706349206349,-0.000570706349206349,-0.0010108253968254,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.59999999999999,0.0,0.0
5,123.371428571429,-0.000541365079365077,-0.000541365079365077,-0.00112819047619048,0.0,0.0,0.0,-11857142.8571429,-11857142.8571429,-16082285.7142857,0.0,0.0,0.0,-0.000541365079365079,-0.000541365079365079,-0.00112819047619048,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.8,0.0,0.0
6,124.571428571429,-0.000512023809523807,-0.000512023809523807,-0.00124555555555556,0.0,0.0,0.0,-11857142.8571429,-11857142.8571429,-17138571.4285714,0.0,0.0,0.0,-0.000512023809523809,-0.000512023809523809,-0.00124555555555556,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0
7,125.771428571429,-0.000482682539682537,-0.000482682539682537,-0.00136292063492064,0.0,0.0,0.0,-11857142.8571429,-11857142.8571429,-18194857.1428572,0.0,0.0,0.0,-0.000482682539682539,-0.000482682539682539,-0.00136292063492064,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.2,0.0,0.0
8,126.971428571429,-0.000453341269841267,-0.000453341269841267,-0.00148028571428572,0.0,0.0,0.0,-11857142.8571429,-11857142.8571429,-19251142.8571429,0.0,0.0,0.0,-0.000453341269841269,-0.000453341269841269,-0.00148028571428572,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.40000000000001,0.0,0.0
9,128.171428571429,-0.000423999999999997,-0.000423999999999998,-0.00159765079365079,0.0,0.0,0.0,-11857142.8571429,-11857142.8571429,-20307428.5714286,0.0,0.0,0.0,-0.000424,-0.000424,-0.0015976507936508,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.59999999999999,0.0,0.0
