,INST,EPXX,EPYY,EPZZ,EPXY,EPXZ,EPYZ,SIXX,SIYY,SIZZ,SIXY,SIXZ,SIYZ,EPXX_EL,EPYY_EL,EPZZ_EL,EPXY_EL,EPXZ_EL,EPYZ_EL,LAMBDA,NITER,IP,EVP,TIME,E_STORED,E_DISSIPATED
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,40.0,-0.000386139521862737,-0.000386139521862737,-0.000386139521862737,0.0,0.0,0.0,-4000000.0,-4000000.0,-4000000.0,0.0,0.0,0.0,-0.000386139521862737,-0.000386139521862737,-0.000386139521862737,0.0,0.0,0.0,0.0,2.0,0.0,0.0,40.0,0.0,0.0
2,41.2,-0.0003565256613846,-0.0003565256613846,-0.000504594963775286,0.0,0.0,0.0,-4000000.0,-4000000.0,-4613537.0,0.0,0.0,0.0,-0.0003565256613846,-0.0003565256613846,-0.000504594963775286,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.2,0.0,0.0
3,42.4,-0.000326911800906463,-0.000326911800906463,-0.000623050405687835,0.0,0.0,0.0,-4000000.0,-4000000.0,-5227074.0,0.0,0.0,0.0,-0.000326911800906463,-0.000326911800906463,-0.000623050405687835,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.4,0.0,0.0
4,43.6,-0.000297297940428325,-0.000297297940428325,-0.000741505847600384,0.0,0.0,0.0,-4000000.0,-4000000.0,-5840611.0,0.0,0.0,0.0,-0.000297297940428325,-0.000297297940428325,-0.000741505847600384,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.6,0.0,0.0
5,44.8,-0.000267684079950188,-0.000267684079950188,-0.000859961289512933,0.0,0.0,0.0,-4000000.0,-4000000.0,-6454148.0,0.0,0.0,0.0,-0.000267684079950188,-0.000267684079950188,-0.000859961289512933,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.8,0.0,0.0
6,46.0,-0.000238070219472051,-0.000238070219472051,-0.000978416731425482,0.0,0.0,0.0,-4000000.0,-4000000.0,-7067685.0,0.0,0.0,0.0,-0.000238070219472051,-0.000238070219472051,-0.000978416731425482,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0
7,47.2,-0.000208456358993913,-0.000208456358993914,-0.00109687217333803,0.0,0.0,0.0,-4000000.0,-4000000.0,-7681222.0,0.0,0.0,0.0,-0.000208456358993913,-0.000208456358993913,-0.00109687217333803,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.2,0.0,0.0
8,48.4,-0.000178842498515776,-0.000178842498515776,-0.00121532761525058,0.0,0.0,0.0,-4000000.0,-4000000.0,-8294759.0,0.0,0.0,0.0,-0.000178842498515776,-0.000178842498515776,-0.00121532761525058,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.4,0.0,0.0
9,49.6,-0.000149228638037639,-0.000149228638037639,-0.00133378305716313,0.0,0.0,0.0,-4000000.0,-4000000.0,-8908296.0,0.0,0.0,0.0,-0.000149228638037639,-0.000149228638037639,-0.00133378305716313,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.6,0.0,0.0
10,50.8,-0.000119614777559502,-0.000119614777559502,-0.00145223849907568,0.0,0.0,0.0,-4000000.0,-4000000.0,-9521833.0,0.0,0.0,0.0,-0.000119614777559502,-0.000119614777559502,-0.00145223849907568,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.8,0.0,0.0
11,52.0,-9.00009170813643e-05,-9.00009170813644e-05,-0.00157069394098823,0.0,0.0,0.0,-4000000.0,-4000000.0,-10135370.0,0.0,0.0,0.0,-9.00009170813644e-05,-9.00009170813644e-05,-0.00157069394098823,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0
12,53.2,-6.0387056603227e-05,-6.03870566032271e-05,-0.00168914938290078,0.0,0.0,0.0,-4000000.0,-4000000.0,-10748907.0,0.0,0.0,0.0,-6.0387056603227e-05,-6.0387056603227e-05,-0.00168914938290078,0.0,0.0,0.0,0.0,2.0,0.0,0.0,13.2,0.0,0.0
13,54.4,-3.07731961250899e-05,-3.07731961250899e-05,-0.00180760482481333,0.0,0.0,0.0,-4000000.0,-4000000.0,-11362444.0,0.0,0.0,0.0,-3.07731961250899e-05,-3.07731961250899e-05,-0.00180760482481333,0.0,0.0,0.0,0.0,2.0,0.0,0.0,14.4,0.0,0.0
14,55.6,-1.15933564695249e-06,-1.15933564695264e-06,-0.00192606026672587,0.0,0.0,0.0,-4000000.0,-4000000.0,-11975981.0,0.0,0.0,0.0,-1.15933564695254e-06,-1.15933564695259e-06,-0.00192606026672587,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.6,0.0,0.0
15,56.8,2.84545248311845e-05,2.84545248311845e-05,-0.00204451570863842,0.0,0.0,0.0,-4000000.0,-4000000.0,-12589518.0,0.0,0.0,0.0,2.84545248311846e-05,2.84545248311846e-05,-0.00204451570863842,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.8,0.0,0.0
16,58.0,5.80683853093216e-05,5.80683853093216e-05,-0.00216297115055097,0.0,0.0,0.0,-4000000.0,-4000000.0,-13203055.0,0.0,0.0,0.0,5.80683853093217e-05,5.80683853093218e-05,-0.00216297115055097,0.0,0.0,0.0,0.0,2.0,0.0,0.0,18.0,0.0,0.0
17,59.2,8.76822457874592e-05,8.76822457874591e-05,-0.00228142659246352,0.0,0.0,0.0,-4000000.0,-4000000.0,-13816592.0,0.0,0.0,0.0,8.76822457874592e-05,8.76822457874592e-05,-0.00228142659246352,0.0,0.0,0.0,0.0,2.0,0.0,0.0,19.2,0.0,0.0
18,60.4,0.000117296106265596,0.000117296106265596,-0.00239988203437607,0.0,0.0,0.0,-4000000.0,-4000000.0,-14430129.0,0.0,0.0,0.0,0.000117296106265596,0.000117296106265596,-0.00239988203437607,0.0,0.0,0.0,0.0,2.0,0.0,0.0,20.4,0.0,0.0
19,61.6,0.000146909966743734,0.000146909966743733,-0.00251833747628862,0.0,0.0,0.0,-4000000.0,-4000000.0,-15043666.0,0.0,0.0,0.0,0.000146909966743734,0.000146909966743733,-0.00251833747628862,0.0,0.0,0.0,0.0,2.0,0.0,0.0,21.6,0.0,0.0
20,62.8,0.000176523827221871,0.000176523827221871,-0.00263679291820117,0.0,0.0,0.0,-4000000.0,-4000000.0,-15657203.0,0.0,0.0,0.0,0.000176523827221871,0.000176523827221871,-0.00263679291820117,0.0,0.0,0.0,0.0,2.0,0.0,0.0,22.8,0.0,0.0
21,64.0,0.000206137687700008,0.000206137687700008,-0.00275524836011372,0.0,0.0,0.0,-4000000.0,-4000000.0,-16270740.0,0.0,0.0,0.0,0.000206137687700008,0.000206137687700008,-0.00275524836011372,0.0,0.0,0.0,0.0,2.0,0.0,0.0,24.0,0.0,0.0
22,65.2,0.000235751548178146,0.000235751548178146,-0.00287370380202627,0.0,0.0,0.0,-4000000.0,-4000000.0,-16884277.0,0.0,0.0,0.0,0.000235751548178146,0.000235751548178146,-0.00287370380202627,0.0,0.0,0.0,0.0,2.0,0.0,0.0,25.2,0.0,0.0
