,INST,EPXX,EPYY,EPZZ,EPXY,EPXZ,EPYZ,SIXX,SIYY,SIZZ,SIXY,SIXZ,SIYZ,EPXX_EL,EPYY_EL,EPZZ_EL,EPXY_EL,EPXZ_EL,EPYZ_EL,EPLXX,EPLYY,EPLZZ,EPLXY,EPLXZ,EPLYZ,LAMBDA,ALPHA,NITER,IP,EVP,GAMMAP,TIME,DOMAIN,XEQ,XM,Y,E_STORED,E_DISSIPATED
186,262.0,0.0220652867085367,0.0220652867085368,-0.0222577777777778,0.0,0.0,0.0,-3999999.99999999,-3999999.99999999,-29125700.3982506,0.0,0.0,0.0,0.000475713899951406,0.000475713899951406,-0.00301396671091673,0.0,0.0,0.0,0.0215895728086473,0.0215895728086473,-0.019243811066861,0.0,0.0,0.0,0.0450797837722458,0.934807591636139,4.0,1.0,0.0239353345504336,0.0,222.0,1.0,24947161.3225841,-12413108.3848576,90000.0,0.0,0.0
187,263.2,0.0221994282937649,0.0221994282937649,-0.0223768888888889,0.0,0.0,0.0,-3999999.99999999,-3999999.99999998,-29120423.6919444,0.0,0.0,0.0,0.000475567324776234,0.000475567324776235,-0.00301338041021604,0.0,0.0,0.0,0.0217238609690506,0.0217238609690506,-0.0193635084786728,0.0,0.0,0.0,0.0453601821519548,0.9355709869305,4.0,1.0,0.0240842134594284,0.0,223.2,1.0,24945028.4061315,-12410682.565528,90000.0000003436,0.0,0.0
188,264.4,0.0223335580373224,0.0223335580373224,-0.022496,0.0,0.0,0.0,-3999999.99999999,-3999999.99999999,-29115269.2191617,0.0,0.0,0.0,0.000475424144976714,0.000475424144976714,-0.00301280769101796,0.0,0.0,0.0,0.0218581338924076,0.0218581338924076,-0.019483192308982,0.0,0.0,0.0,0.0456405487161778,0.936321211130823,4.0,1.0,0.0242330754758333,0.0,224.4,1.0,24942944.8981504,-12408312.9396656,89999.9999999999,0.0,0.0
189,265.6,0.0224676762779223,0.0224676762779223,-0.0226151111111111,0.0,0.0,0.0,-3999999.99999999,-3999999.99999998,-29110233.4835983,0.0,0.0,0.0,0.000475284263433288,0.000475284263433289,-0.00301224816484426,0.0,0.0,0.0,0.021992392014551,0.021992392014551,-0.0196028629462668,0.0,0.0,0.0,0.0459208843749485,0.937058562395664,4.0,1.0,0.0243819210828351,0.0,225.6,1.0,24940909.38535,-12405997.8999495,90000.0000003046,0.0,0.0
190,266.8,0.022601783342769,0.022601783342769,-0.0227342222222222,0.0,0.0,0.0,-3999999.99999999,-3999999.99999998,-29105313.1077449,0.0,0.0,0.0,0.000475147586326249,0.00047514758632625,-0.00301170145641611,0.0,0.0,0.0,0.0221266357565047,0.0221266357565047,-0.0197225207658061,0.0,0.0,0.0,0.0462011900073799,0.937783330566257,4.0,1.0,0.0245307507472034,0.0,226.8,1.0,24938920.5025299,-12403735.8936561,90000.0,0.0,0.0
191,268.0,0.0227358795480293,0.0227358795480293,-0.0228533333333333,0.0,0.0,0.0,-3999999.99999999,-3999999.99999999,-29100504.8280272,0.0,0.0,0.0,0.000475014023000755,0.000475014023000756,-0.00301116720311413,0.0,0.0,0.0,0.0222608655250905,0.0222608655250905,-0.0198421661302192,0.0,0.0,0.0,0.0464814664629299,0.938495797438524,4.0,1.0,0.0246795649199619,0.0,228.0,1.0,24936976.9304763,-12401525.4204544,90000.0000002703,0.0,0.0
192,269.2,0.0228699651994869,0.0228699651994869,-0.0229724444444444,0.0,0.0,0.0,-3999999.99999992,-3999999.99999992,-29095805.488047,0.0,0.0,0.0,0.00047488348577909,0.000474883485779091,-0.00301064505422745,0.0,0.0,0.0,0.0223950817137698,0.0223950817137698,-0.019961799390217,0.0,0.0,0.0,0.0467617145631598,0.939196237004373,3.0,1.0,0.0248283640373226,0.0,229.2,1.0,24935077.3917261,-12399365.0296184,90000.0000435722,0.0,0.0
193,270.4,0.0230040405919923,0.0230040405919923,-0.0230915555555556,0.0,0.0,0.0,-3999999.99999993,-3999999.99999993,-29091212.0442632,0.0,0.0,0.0,0.000474755890118429,0.00047475589011843,-0.00301013467158481,0.0,0.0,0.0,0.0225292847019359,0.0225292847019359,-0.0200814208839707,0.0,0.0,0.0,0.0470419351002559,0.939884915810599,3.0,1.0,0.024977148519901,0.0,230.4,1.0,24933220.6593494,-12397253.3212621,90000.0000420981,0.0,0.0
194,271.6,0.0231381060113269,0.023138106011327,-0.0232106666666667,0.0,0.0,0.0,-3999999.99999993,-3999999.99999992,-29086721.5467479,0.0,0.0,0.0,0.000474631154076335,0.000474631154076336,-0.00300963572741643,0.0,0.0,0.0,0.0226634748573126,0.0226634748573126,-0.0202010309392502,0.0,0.0,0.0,0.0473221288420387,0.940562093043633,3.0,1.0,0.025125918775375,0.0,231.6,1.0,24931405.5392515,-12395188.9395972,90000.0000406819,0.0,0.0
195,272.8,0.0232721617335872,0.0232721617335873,-0.0233297777777778,0.0,0.0,0.0,-3999999.99999993,-3999999.99999995,-29082331.1455449,0.0,0.0,0.0,0.000474509198487364,0.000474509198487361,-0.00300914790506054,0.0,0.0,0.0,0.0227976525351619,0.0227976525351619,-0.0203206298727172,0.0,0.0,0.0,0.0476022965303075,0.941228020873831,3.0,1.0,0.0252746751976066,0.0,232.8,1.0,24929630.8794415,-12393170.5744355,90000.0000393208,0.0,0.0
