,INST,EPXX,EPYY,EPZZ,EPXY,EPXZ,EPYZ,SIXX,SIYY,SIZZ,SIXY,SIXZ,SIYZ,EPXX_EL,EPYY_EL,EPZZ_EL,EPXY_EL,EPXZ_EL,EPYZ_EL,LAMBDA,NITER,IP,EVP,TIME,C3T,E_STORED,E_DISSIPATED
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,40.0,-0.000536539118798882,-0.000536539118798882,-0.000536539118798882,0.0,0.0,0.0,-4000000.0,-4000000.0,-4000000.0,0.0,0.0,0.0,-0.000536539118798882,-0.000536539118798882,-0.000536539118798882,0.0,0.0,0.0,0.0,2.0,0.0,0.0,40.0,30.0000000000148,0.0,0.0
2,41.2,-0.000507075657917681,-0.000507075657917681,-0.000654392962323687,0.0,0.0,0.0,-4000000.0,-4000000.0,-4439311.28,0.0,0.0,0.0,-0.000507075657917681,-0.000507075657917681,-0.000654392962323687,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.2,60.0,0.0,0.0
3,42.4,-0.00047761219703648,-0.00047761219703648,-0.000772246805848491,0.0,0.0,0.0,-4000000.0,-4000000.0,-4878622.56,0.0,0.0,0.0,-0.00047761219703648,-0.00047761219703648,-0.000772246805848491,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.4,59.9999991000436,0.0,0.0
4,43.6,-0.000448148736155278,-0.000448148736155278,-0.000890100649373296,0.0,0.0,0.0,-4000000.0,-4000000.0,-5317933.84,0.0,0.0,0.0,-0.000448148736155279,-0.000448148736155279,-0.000890100649373296,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.6,59.9999987925817,0.0,0.0
5,44.8,-0.000418685275274077,-0.000418685275274078,-0.0010079544928981,0.0,0.0,0.0,-4000000.0,-4000000.0,-5757245.12,0.0,0.0,0.0,-0.000418685275274078,-0.000418685275274078,-0.0010079544928981,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.8,59.9999995070736,0.0,0.0
6,46.0,-0.000389221814392876,-0.000389221814392876,-0.0011258083364229,0.0,0.0,0.0,-4000000.0,-4000000.0,-6196556.4,0.0,0.0,0.0,-0.000389221814392876,-0.000389221814392877,-0.0011258083364229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,59.9999991462264,0.0,0.0
7,47.2,-0.000359758353511675,-0.000359758353511675,-0.00124366217994771,0.0,0.0,0.0,-4000000.0,-4000000.0,-6635867.68,0.0,0.0,0.0,-0.000359758353511675,-0.000359758353511675,-0.00124366217994771,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.2,59.9999991950545,0.0,0.0
8,48.4,-0.000330294892630474,-0.000330294892630474,-0.00136151602347251,0.0,0.0,0.0,-4000000.0,-4000000.0,-7075178.96,0.0,0.0,0.0,-0.000330294892630474,-0.000330294892630474,-0.00136151602347251,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.4,59.9999992470424,0.0,0.0
9,49.6,-0.000300831431749273,-0.000300831431749273,-0.00147936986699732,0.0,0.0,0.0,-4000000.0,-4000000.0,-7514490.24,0.0,0.0,0.0,-0.000300831431749273,-0.000300831431749273,-0.00147936986699732,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.6,59.9999995975272,0.0,0.0
10,50.8,-0.000271367970868072,-0.000271367970868072,-0.00159722371052212,0.0,0.0,0.0,-4000000.0,-4000000.0,-7953801.52,0.0,0.0,0.0,-0.000271367970868072,-0.000271367970868072,-0.00159722371052212,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.8,60.0,0.0,0.0
11,52.0,-0.000241904509986871,-0.000241904509986871,-0.00171507755404693,0.0,0.0,0.0,-4000000.0,-4000000.0,-8393112.8,0.0,0.0,0.0,-0.000241904509986871,-0.000241904509986871,-0.00171507755404693,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,59.9999995975272,0.0,0.0
12,53.2,-0.00021244104910567,-0.00021244104910567,-0.00183293139757173,0.0,0.0,0.0,-4000000.0,-4000000.0,-8832424.08,0.0,0.0,0.0,-0.00021244104910567,-0.00021244104910567,-0.00183293139757173,0.0,0.0,0.0,0.0,2.0,0.0,0.0,13.2,59.9999992470424,0.0,0.0
13,54.4,-0.000182977588224469,-0.000182977588224469,-0.00195078524109654,0.0,0.0,0.0,-4000000.0,-4000000.0,-9271735.36,0.0,0.0,0.0,-0.000182977588224469,-0.000182977588224469,-0.00195078524109654,0.0,0.0,0.0,0.0,2.0,0.0,0.0,14.4,59.9999994308176,0.0,0.0
14,55.6,-0.000153514127343267,-0.000153514127343267,-0.00206863908462134,0.0,0.0,0.0,-4000000.0,-4000000.0,-9711046.64,0.0,0.0,0.0,-0.000153514127343267,-0.000153514127343268,-0.00206863908462134,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.6,59.9999995070736,0.0,0.0
15,56.8,-0.000124050666462066,-0.000124050666462066,-0.00218649292814614,0.0,0.0,0.0,-4000000.0,-4000000.0,-10150357.92,0.0,0.0,0.0,-0.000124050666462067,-0.000124050666462066,-0.00218649292814614,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.8,60.0,0.0,0.0
