,INST,EPXX,EPYY,EPZZ,EPXY,EPXZ,EPYZ,SIXX,SIYY,SIZZ,SIXY,SIXZ,SIYZ,EPXX_EL,EPYY_EL,EPZZ_EL,EPXY_EL,EPXZ_EL,EPYZ_EL,EPLXX,EPLYY,EPLZZ,EPLXY,EPLXZ,EPLYZ,LAMBDA,ALPHA,NITER,IP,EVP,GAMMAP,TIME,DOMAIN,XEQ,XM,Y,E_STORED,E_DISSIPATED
95,152.8,0.0115666408753221,0.0115666408753221,-0.0114186666666667,0.0,0.0,0.0,-4000000.0,-4000000.0,-17565378.2963855,0.0,0.0,0.0,0.000154593841566264,0.000154593841566264,-0.00172948647737617,0.0,0.0,0.0,0.0114120470337455,0.0114120470337455,-0.0096891801892905,0.0,0.0,0.0,0.0247382829034085,0.79008593135179,4.0,1.0,0.0131349138782006,0.0,112.8,1.0,12524896.7944803,-8756187.6754953,90000.0,0.0,0.0
96,154.0,0.0117160756307116,0.0117160756307116,-0.0115377777777778,0.0,0.0,0.0,-4000000.0,-4000000.0,-17505026.8008823,0.0,0.0,0.0,0.000152917411135618,0.000152917411135618,-0.00172278075565358,0.0,0.0,0.0,0.0115631582195657,0.0115631582195657,-0.00981499702212419,0.0,0.0,0.0,0.0250705249085859,0.79458433360578,4.0,1.0,0.0133113194170072,0.0,114.0,1.0,12498446.9573866,-8728501.89864014,90000.0000000001,0.0,0.0
97,155.2,0.0118652807511285,0.0118652807511285,-0.0116568888888889,0.0,0.0,0.0,-4000000.0,-4000000.0,-17447229.2349224,0.0,0.0,0.0,0.00015131192319229,0.00015131192319229,-0.00171635880388027,0.0,0.0,0.0,0.011713968827926,0.011713968827926,-0.00994053008500861,0.0,0.0,0.0,0.0254021691512457,0.798942257243578,4.0,1.0,0.0134874075708433,0.0,115.2,1.0,12473107.8601529,-8701987.18296514,90000.0,0.0,0.0
98,156.4,0.012014268688278,0.012014268688278,-0.011776,0.0,0.0,0.0,-4000000.00000747,-4000000.00000747,-17391852.5075168,0.0,0.0,0.0,0.000149773680763734,0.000149773680763734,-0.00171020583416812,0.0,0.0,0.0,0.0118644950075019,0.0118644950075019,-0.0100657941658319,0.0,0.0,0.0,0.0257332486086918,0.803165450535954,5.0,1.0,0.0136631958491719,0.0,116.4,1.0,12448822.1388783,-8676582.48690634,90000.0,0.0,0.0
99,157.6,0.0121630511048726,0.0121630511048726,-0.0118951111111111,0.0,0.0,0.0,-4000000.0,-4000000.0,-17338771.7606644,0.0,0.0,0.0,0.000148299215574012,0.000148299215574012,-0.00170430797340716,0.0,0.0,0.0,0.0120147518892862,0.0120147518892862,-0.010190803137704,0.0,0.0,0.0,0.0260637941477151,0.807259370581737,4.0,1.0,0.0138387006408685,0.0,117.6,1.0,12425535.9424795,-8652230.54837815,90000.0,0.0,0.0
100,158.8,0.01231163893173,0.01231163893173,-0.0120142222222222,0.0,0.0,0.0,-4000000.0,-4000000.0,-17287869.7818617,0.0,0.0,0.0,0.00014688527171838,0.00014688527171838,-0.00169865219798463,0.0,0.0,0.0,0.0121647536599992,0.0121647536599992,-0.0103155700242376,0.0,0.0,0.0,0.0263938346781649,0.811229200815858,4.0,1.0,0.0140139372957609,0.0,118.8,1.0,12403198.6847691,-8628877.61469668,90000.0,0.0,0.0
101,160.0,0.0124600424202868,0.0124600424202868,-0.0121333333333333,0.0,0.0,0.0,-4000000.0,-4000000.0,-17239036.4633221,0.0,0.0,0.0,0.000145528790647836,0.000145528790647836,-0.00169322627370246,0.0,0.0,0.0,0.0123145136296266,0.0123145136296266,-0.0104401070596309,0.0,0.0,0.0,0.0267233972941915,0.815079867323796,5.0,1.0,0.0141889201996223,0.0,120.0,1.0,12381762.8159612,-8606473.19396807,90000.0,0.0,0.0
102,161.2,0.0126082711908883,0.0126082711908883,-0.0122524444444444,0.0,0.0,0.0,-4000000.0,-4000000.0,-17192168.3044657,0.0,0.0,0.0,0.000144226897346269,0.000144226897346269,-0.00168801870049619,0.0,0.0,0.0,0.0124640442935297,0.0124640442935297,-0.0105644257439483,0.0,0.0,0.0,0.0270525074040865,0.818816054046974,4.0,1.0,0.0143636628431111,0.0,121.2,1.0,12361183.6122938,-8584969.82644576,90000.0,0.0,0.0
103,162.4,0.0127563342772486,0.0127563342772486,-0.0123715555555556,0.0,0.0,0.0,-4000000.0,-4000000.0,-17147167.9535601,0.0,0.0,0.0,0.000142976887598892,0.000142976887598892,-0.00168301866150668,0.0,0.0,0.0,0.0126133573896373,0.0126133573896373,-0.0106885368940489,0.0,0.0,0.0,0.0273811888497941,0.822442216961045,5.0,1.0,0.0145381778852257,0.0,122.4,1.0,12341418.9820064,-8564322.87389969,90000.0,0.0,0.0
104,163.6,0.0129042401674012,0.0129042401674012,-0.0124906666666667,0.0,0.0,0.0,-4000000.0,-4000000.0,-17103943.7852533,0.0,0.0,0.0,0.000141776216257037,0.000141776216257037,-0.00167821597613926,0.0,0.0,0.0,0.0127624639511318,0.0127624639511318,-0.0108124506905274,0.0,0.0,0.0,0.0277094640169608,0.825962597301835,4.0,1.0,0.0147124772117361,0.0,123.6,1.0,12322429.2863473,-8544490.32551113,90000.0,0.0,0.0
